会#カイ ・ エ ・ あ.う ・ あ.わせる ・ あつ.まる#meeting; meet; party; association; interview; join#kanji
同#ドウ ・ おな.じ#same; agree; equal#kanji
事#ジ ・ ズ ・ こと ・ つか.う ・ つか.える#matter; thing; fact; business; reason; possibly#kanji
自#ジ ・ シ ・ みずか.ら ・ おの.ずから ・ おの.ずと#oneself#kanji
社#シャ ・ やしろ#company; firm; office; association; shrine#kanji
発#ハツ ・ ホツ ・ た.つ ・ あば.く ・ おこ.る ・ つか.わす ・ はな.つ#departure; discharge; publish; emit; start from; disclose; counter for gunshots#kanji
者#シャ ・ もの#someone; person#kanji
地#チ ・ ジ#ground; earth#kanji
業#ギョウ ・ ゴウ ・ わざ#business; vocation; arts; performance#kanji
方#ホウ ・ かた ・ -かた ・ -がた#direction; person; alternative#kanji
新#シン ・ あたら.しい ・ あら.た ・ あら- ・ にい-#new#kanji
場#ジョウ ・ チョウ ・ ば#location; place#kanji
員#イン#employee; member; number; the one in charge#kanji
立#リツ ・ リュウ ・ リットル ・ た.つ ・ -た.つ ・ た.ち- ・ た.てる ・ -た.てる ・ た.て- ・ たて- ・ -た.て ・ -だ.て ・ -だ.てる#stand up; rise; set up; erect#kanji
開#カイ ・ ひら.く ・ ひら.き ・ -びら.き ・ ひら.ける ・ あ.く ・ あ.ける#open; unfold; unseal#kanji
手#シュ ・ ズ ・ て ・ て- ・ -て ・ た-#hand#kanji
力#リョク ・ リキ ・ リイ ・ ちから#power; strength; strong; strain; bear up; exert#kanji
問#モン ・ と.う ・ と.い ・ とん#question; ask; problem#kanji
代#ダイ ・ タイ ・ か.わる ・ かわ.る ・ かわ.り ・ か.わり ・ -がわ.り ・ -が.わり ・ か.える ・ よ ・ しろ#substitute; change; convert; replace; period; age; counter for decades of ages# eras, etc.; generation; charge; rate; fee#kanji
明#メイ ・ ミョウ ・ ミン ・ あ.かり ・ あか.るい ・ あか.るむ ・ あか.らむ ・ あき.らか ・ あ.ける ・ -あ.け ・ あ.く ・ あ.くる ・ あ.かす#bright; light#kanji
動#ドウ ・ うご.く ・ うご.かす#move; motion; change; confusion; shift; shake#kanji
京#キョウ ・ ケイ ・ キン ・ みやこ#capital; 10**16#kanji
目#モク ・ ボク ・ め ・ -め ・ ま-#eye; class; look; insight; experience; care; favor#kanji
通#ツウ ・ ツ ・ とお.る ・ とお.り ・ -とお.り ・ -どお.り ・ とお.す ・ とお.し ・ -どお.し ・ かよ.う#traffic; pass through; avenue; commute; counter for letters, notes, documents, etc.#kanji
言#ゲン ・ ゴン ・ い.う ・ こと#say#kanji
理#リ ・ ことわり#logic; arrangement; reason; justice; truth#kanji
体#タイ ・ テイ ・ からだ ・ かたち#body; substance; object; reality; counter for images#kanji
田#デン ・ た#rice field; rice paddy#kanji
主#シュ ・ ス ・ シュウ ・ ぬし ・ おも ・ あるじ#lord; chief; master; main thing; principal#kanji
題#ダイ#topic; subject#kanji
意#イ#idea; mind; heart; taste; thought; desire; care; liking#kanji
不#フ ・ ブ#negative; non-; bad; ugly; clumsy#kanji
作#サク ・ サ ・ つく.る ・ つく.り ・ -づく.り#make; production; prepare; build#kanji
用#ヨウ ・ もち.いる#utilize; business; service; use; employ#kanji
度#ド ・ ト ・ タク ・ たび ・ -た.い#degrees; occurrence; time; counter for occurrences#kanji
強#キョウ ・ ゴウ ・ つよ.い ・ つよ.まる ・ つよ.める ・ し.いる ・ こわ.い#strong#kanji
公#コウ ・ ク ・ おおやけ#public; prince; official; governmental#kanji
持#ジ ・ も.つ ・ -も.ち ・ も.てる#hold; have#kanji
野#ヤ ・ ショ ・ の ・ の-plains; field; rustic; civilian life#kanji
以#イ ・ もっ.て#by means of; because; in view of; compared with#kanji
思#シ ・ おも.う ・ おもえら.く ・ おぼ.す#think#kanji
家#カ ・ ケ ・ いえ ・ や ・ うち#house; home; family; professional; expert; performer#kanji
世#セイ ・ セ ・ ソウ ・ よ ・ さんじゅう#generation; world; society; public#kanji
多#タ ・ おお.い ・ まさ.に ・ まさ.る#many; frequent; much#kanji
正#セイ ・ ショウ ・ ただ.しい ・ ただ.す ・ まさ ・ まさ.に#correct; justice; righteous; 10**40#kanji
安#アン ・ やす.い ・ やす.まる ・ やす ・ やす.らか#relax; cheap; low; quiet; rested; contented; peaceful#kanji
院#イン#Inst.; institution; temple; mansion; school#kanji
心#シン ・ こころ ・ -ごころ#heart; mind; spirit; heart radical (no. 61)#kanji
界#カイ#world#kanji
教#キョウ ・ おし.える ・ おそ.わる#teach; faith; doctrine#kanji
文#ブン ・ モン ・ ふみ ・ あや#sentence; literature; style; art; decoration; figures; plan; literary radical (no. 67)#kanji
元#ゲン ・ ガン ・ もと#beginning; former time; origin#kanji
重#ジュウ ・ チョウ ・ え ・ おも.い ・ おも.り ・ おも.なう ・ かさ.ねる ・ かさ.なる ・ おも#heavy; heap up; pile up; nest of boxes; -fold#kanji
近#キン ・ コン ・ ちか.い#near; early; akin; tantamount#kanji
考#コウ ・ かんが.える ・ かんが.え#consider; think over#kanji
画#ガ ・ カク ・ エ ・ カイ ・ えが.く ・ かく.する ・ かぎ.る ・ はかりごと ・ はか.る#brush-stroke; picture#kanji
海#カイ ・ うみ#sea; ocean#kanji
